doc_name,cat_ratings,specialty
Dr. Simon D. Fink,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,4Helpfulness,5Knowledge,4Staff,5Punctuality,1Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,2Punctuality,2Helpfulness,3Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Brian R. Landzberg,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,1Knowledge,3Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
Dr. William B. Rosenblatt,"1Staff,1Punctuality,1Helpfulness,1Knowledge,2Staff,4Punctuality,2Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. R. Lucian Sulica,"1Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Ear Nose and Throat (ENT) Doctor
Dr. Simon D. Fink,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,4Helpfulness,5Knowledge,4Staff,5Punctuality,1Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,2Punctuality,2Helpfulness,3Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Brian R. Landzberg,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,1Knowledge,3Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
Dr. William B. Rosenblatt,"1Staff,1Punctuality,1Helpfulness,1Knowledge,2Staff,4Punctuality,2Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. R. Lucian Sulica,"1Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Ear Nose and Throat (ENT) Doctor
Dr. Simon D. Fink,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,4Helpfulness,5Knowledge,4Staff,5Punctuality,1Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,2Punctuality,2Helpfulness,3Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Brian R. Landzberg,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,1Knowledge,3Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
Dr. William B. Rosenblatt,"1Staff,1Punctuality,1Helpfulness,1Knowledge,2Staff,4Punctuality,2Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. R. Lucian Sulica,"1Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Ear Nose and Throat (ENT) Doctor
Dr. Simon D. Fink,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,4Helpfulness,5Knowledge,4Staff,5Punctuality,1Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,2Punctuality,2Helpfulness,3Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Brian R. Landzberg,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,1Knowledge,3Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
Dr. William B. Rosenblatt,"1Staff,1Punctuality,1Helpfulness,1Knowledge,2Staff,4Punctuality,2Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Emmanuel Loucas,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,1Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,1Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge",Dermatologist
Dr. Nancy E. Kemeny,"5Staff,3Punctuality,5Helpfulness,5Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,4Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,2Staff,3Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,3Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Daniel Zanger,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,2Helpfulness,2Knowledge,3Staff,3Punctuality,4Helpfulness,5Knowledge,Staff,2Punctuality,5Helpfulness,5Knowledge",Cardiologist
Dr. Emmanuel Loucas,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,1Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,1Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge",Dermatologist
Dr. Daniel Zanger,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,2Helpfulness,2Knowledge,3Staff,3Punctuality,4Helpfulness,5Knowledge,Staff,2Punctuality,5Helpfulness,5Knowledge",Cardiologist
Dr. Emmanuel Loucas,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,1Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,1Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge",Dermatologist
Dr. Nancy E. Kemeny,"5Staff,3Punctuality,5Helpfulness,5Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,4Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,2Staff,3Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,3Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Daniel Zanger,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,2Helpfulness,2Knowledge,3Staff,3Punctuality,4Helpfulness,5Knowledge,Staff,2Punctuality,5Helpfulness,5Knowledge",Cardiologist
Dr. Nancy E. Kemeny,"5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,2Knowledge,Staff,2Punctuality,1Helpfulness,3Knowledge",Oncologist / Hematologist
Dr. Emmanuel Loucas,"Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,3Punctuality,2Helpfulness,2Knowledge",Dermatologist
Dr. Emmanuel Loucas,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,1Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,1Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge",Dermatologist
Dr. Daniel Zanger,"5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,2Helpfulness,2Knowledge,3Staff,3Punctuality,4Helpfulness,5Knowledge,Staff,2Punctuality,5Helpfulness,5Knowledge",Cardiologist
Dr. Nancy E. Kemeny,"5Staff,3Punctuality,5Helpfulness,5Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,4Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,2Staff,3Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,3Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Anita Guha,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,5Helpfulness,5Knowledge",Pediatrician
Dr. Glenn E. Waldman,"1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,3Knowledge",Neurologist
Dr. George Brief,"1Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,2Helpfulness,4Knowledge,Staff,5Punctuality,1Helpfulness,1Knowledge,Staff,4Punctuality,1Helpfulness,3Knowledge",Cardiologist
Dr. Gila Aaron,"Staff,3Punctuality,4Helpfulness,4Knowledge,Staff,1Punctuality,2Helpfulness,4Knowledge,Staff,2Punctuality,1Helpfulness,2Knowledge,Staff,3Punctuality,1Helpfulness,2Knowledge,Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,3Punctuality,1Helpfulness,2Knowledge,Staff,1Punctuality,1Helpfulness,1Knowledge",Gynecologist (OBGYN)
Dr. George Brief,"1Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,2Helpfulness,4Knowledge,Staff,5Punctuality,1Helpfulness,1Knowledge,Staff,4Punctuality,1Helpfulness,3Knowledge",Cardiologist
Dr. Gila Aaron,"3Staff,2Punctuality,1Helpfulness,2Knowledge,Staff,3Punctuality,5Helpfulness,5Knowledge,Staff,2Punctuality,2Helpfulness,3Knowledge,Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,3Punctuality,1Helpfulness,3Knowledge,Staff,1Punctuality,1Helpfulness,2Knowledge,Staff,3Punctuality,1Helpfulness,3Knowledge,Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,3Punctuality,5Helpfulness,5Knowledge,Staff,3Punctuality,4Helpfulness,5Knowledge",Gynecologist (OBGYN)
Dr. George Brief,"1Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,2Helpfulness,4Knowledge,Staff,5Punctuality,1Helpfulness,1Knowledge,Staff,4Punctuality,1Helpfulness,3Knowledge",Cardiologist
Dr. Gila Aaron,"1Staff,3Punctuality,1Helpfulness,2Knowledge,1Staff,1Punctuality,1Helpfulness,3Knowledge,2Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,2Helpfulness,3Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,1Helpfulness,1Knowledge,1Staff,2Punctuality,2Helpfulness,3Knowledge,2Staff,3Punctuality,4Helpfulness,5Knowledge,1Staff,2Punctuality,2Helpfulness,2Knowledge,4Staff,5Punctuality,4Helpfulness,5Knowledge",Gynecologist (OBGYN)
Dr. George Brief,"1Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,2Helpfulness,4Knowledge,Staff,5Punctuality,1Helpfulness,1Knowledge,Staff,4Punctuality,1Helpfulness,3Knowledge",Cardiologist
Dr. Gila Aaron,"1Staff,2Punctuality,2Helpfulness,2Knowledge,3Staff,1Punctuality,1Helpfulness,2Knowledge,1Staff,2Punctuality,4Helpfulness,4Knowledge,1Staff,2Punctuality,2Helpfulness,2Knowledge,1Staff,2Punctuality,1Helpfulness,2Knowledge,2Staff,2Punctuality,2Helpfulness,3Knowledge,1Staff,1Punctuality,2Helpfulness,3Knowledge,2Staff,2Punctuality,2Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge",Gynecologist (OBGYN)
Dr. George Brief,"1Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,2Helpfulness,4Knowledge,Staff,5Punctuality,1Helpfulness,1Knowledge,Staff,4Punctuality,1Helpfulness,3Knowledge",Cardiologist
Dr. Gila Aaron,"5Staff,3Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,4Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,1Punctuality,1Helpfulness,1Knowledge,2Staff,1Punctuality,1Helpfulness,2Knowledge,4Staff,3Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,4Helpfulness,4Knowledge,4Staff,4Punctuality,5Helpfulness,4Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge",Gynecologist (OBGYN)
Dr. Mari SU,"3Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,3Knowledge",Gynecologist (OBGYN)
Dr. Mari SU,"3Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,3Knowledge",Gynecologist (OBGYN)
Dr. Mari SU,"3Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,3Knowledge",Gynecologist (OBGYN)
Dr. Mari SU,"4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Gynecologist (OBGYN)
Dr. Mari SU,"3Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,3Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,3Knowledge",Gynecologist (OBGYN)
Dr. Antonio L. Del Valle,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,3Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oral Surgeon
Dr. John W. Siebert,"5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Antonio L. Del Valle,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,3Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oral Surgeon
Dr. Antonio L. Del Valle,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,3Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oral Surgeon
Dr. Antonio L. Del Valle,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,3Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oral Surgeon
Dr. Antonio L. Del Valle,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,3Helpfulness,2Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oral Surgeon
Dr. Sergiu Marcus,"4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,2Punctuality,1Helpfulness,1Knowledge",Ophthalmologist
Dr. John W. Siebert,"5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Sergiu Marcus,"4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,2Punctuality,1Helpfulness,1Knowledge",Ophthalmologist
Dr. Sergiu Marcus,"4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,2Punctuality,1Helpfulness,1Knowledge",Ophthalmologist
Dr. John W. Siebert,"5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. John W. Siebert,"5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Sergiu Marcus,"4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,2Punctuality,1Helpfulness,1Knowledge",Ophthalmologist
Dr. John W. Siebert,"5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,2Punctuality,1Helpfulness,1Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,2Helpfulness,3Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Sergiu Marcus,"4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,Staff,2Punctuality,1Helpfulness,1Knowledge",Ophthalmologist
Dr. Ellen S. Marmur,"1Staff,1Punctuality,1Helpfulness,1Knowledge,3Staff,2Punctuality,4Helpfulness,4Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,1Helpfulness,1Knowledge,2Staff,4Punctuality,2Helpfulness,2Knowledge,3Staff,1Punctuality,2Helpfulness,3Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge",Dermatologist
